average_velocity,collision,collision_events,config_sha256,current_game_time,distance_to_route,driven_distance,ego_acceleration_x,ego_acceleration_y,ego_acceleration_z,ego_pitch,ego_roll,ego_velocity,ego_x,ego_y,ego_yaw,ego_z,input_file,lane_invasion,lane_invasion_events,off_road,route_complete,run_id,run_red_light,run_stop,scenario
7.16,running,[],00bb4c107541dbe1b03ede284c56c084ae1a9e6ea1768680d4d70c528cfa2949,5454.4,0.0,140.37,-1.32,-0.33,-0.04,1.59,0.01,7.16,-386.87,69.37,13.86,5.83,/home/djhuai/zuo/stf/new/STF/save_scenario_5f/scenario_1_0000_cloudy_01.json,0,[],0,False,20260908T062006.378790Z,0,0,scenario_1_0000_cloudy_01
8.07,running,[],e334e27b11a2004731f8db73f7bb32be0b4e3182a2e18c4b8d8faa740986a80b,5468.5,0.0,105.69,0.32,0.12,0.0,0.0,-0.0,8.07,-419.97,59.18,14.61,5.5,/home/djhuai/zuo/stf/new/STF/save_scenario_5f/scenario_1_0000_cloudy_02.json,0,[],0,False,20260908T062006.378790Z,0,0,scenario_1_0000_cloudy_02
